split,emotion,path,hash
train,angry,..\dataset\raw\train\angry\Training_59667109.jpg,21563e88dc7ac057297b5194017d0408
train,surprise,..\dataset\raw\train\surprise\Training_3059363.jpg,b00cac0b8f72a855dc4ab12353828089
train,angry,..\dataset\raw\train\angry\Training_87585055.jpg,c2143f87415841220e70df9eeb188a55
train,neutral,..\dataset\raw\train\neutral\Training_43772014.jpg,15800c85f38f9b042b8527f442b0cda8
train,sad,..\dataset\raw\train\sad\Training_76673414.jpg,8c84a653412ce4f30c8116a3c0c08fc4
train,happy,..\dataset\raw\train\happy\Training_13164874.jpg,7b39105068eb9131e6edee0afa0e0c5f
train,happy,..\dataset\raw\train\happy\Training_14462499.jpg,d40c16457af7f118facf95f981e5f8a2
train,neutral,..\dataset\raw\train\neutral\Training_76904944.jpg,1861578138af89413d419abbc6044322
train,surprise,..\dataset\raw\train\surprise\Training_60525746.jpg,64c80adb227f68217539c6e28e84f2af
train,neutral,..\dataset\raw\train\neutral\Training_49573175.jpg,5d02fb3d50ebd4c08afc8d707018a9ca
train,fear,..\dataset\raw\train\fear\Training_64404878.jpg,446686e86a60eba5de2d5718ef3692aa
train,neutral,..\dataset\raw\train\neutral\Training_21139874.jpg,45a50e5b4aef511308616afa284c315c
train,happy,..\dataset\raw\train\happy\Training_75032613.jpg,42e45e5b2f695a942d9593e70ef2b5db
train,angry,..\dataset\raw\train\angry\Training_27546957.jpg,e467de2827304c03d363480fd93fc0ec
train,happy,..\dataset\raw\train\happy\Training_75381331.jpg,2e5241d184be9ef3a72e34fa9959e1b4
train,fear,..\dataset\raw\train\fear\Training_50919094.jpg,9d1cd5cd27cfe577c81aa8ef6413f0b0
train,happy,..\dataset\raw\train\happy\Training_3260719.jpg,4b51ee37a184b331128ff7b34d348dc4
train,angry,..\dataset\raw\train\angry\Training_35530157.jpg,b86835c2a9b2daff3ec43f207a54f04c
train,happy,..\dataset\raw\train\happy\Training_32794555.jpg,d5b46350fdc3ca5054d67d88631a4791
train,neutral,..\dataset\raw\train\neutral\Training_860407.jpg,7af00d2c9e02736cc04e6ab54d621181
train,neutral,..\dataset\raw\train\neutral\Training_34833427.jpg,0db49ba06c4e1b49aa7629bc80467717
train,sad,..\dataset\raw\train\sad\Training_80579424.jpg,552554037b7bd1d4483859a69ab9ce1e
train,sad,..\dataset\raw\train\sad\Training_79032308.jpg,b8d3279facb0ead93e955d8a5ed1595f
train,angry,..\dataset\raw\train\angry\Training_1559786.jpg,e2bcdbed63211acf93690517c50872cc
train,sad,..\dataset\raw\train\sad\Training_99987906.jpg,380667ed85fe8f7c8578ce2efde64a5c
train,sad,..\dataset\raw\train\sad\Training_6248038.jpg,78b08637535f8ecf5e80c2e9c2d5d1de
train,sad,..\dataset\raw\train\sad\Training_38069000.jpg,97a6e45460a1951072a648b91fb8b5e9
train,happy,..\dataset\raw\train\happy\Training_59630777.jpg,50e8347c5650204b2b447dae39dc107e
train,happy,..\dataset\raw\train\happy\Training_37814398.jpg,8b45c41e065947bcab0758e0626d337a
train,surprise,..\dataset\raw\train\surprise\Training_38749895.jpg,136e456a64a50223404cb9395e17ffaa
train,neutral,..\dataset\raw\train\neutral\Training_75116945.jpg,a4724118b5fd13c04f7f2c87b0507eb2
train,angry,..\dataset\raw\train\angry\Training_29608170.jpg,877c46104022d6459ef0f90cb3aef4ae
train,happy,..\dataset\raw\train\happy\Training_73494423.jpg,e6d4af70dc9142aba5665fe075f8f463
train,angry,..\dataset\raw\train\angry\Training_45824861.jpg,adeeaa333b6bee1ea6935db976baea97
train,happy,..\dataset\raw\train\happy\Training_4602104.jpg,b28fe61701e322891d1f53bd5219de74
train,happy,..\dataset\raw\train\happy\Training_97257664.jpg,d1725da3ef4a120d3b74d681ed23b8bf
train,surprise,..\dataset\raw\train\surprise\Training_15066943.jpg,359d260e094566a1842a59c0e43f4db6
train,neutral,..\dataset\raw\train\neutral\Training_44701953.jpg,f3ad211dd9c1d398c959723892a93dd4
train,fear,..\dataset\raw\train\fear\Training_35437456.jpg,a190ee61d4086f26928622c2e799fd75
train,happy,..\dataset\raw\train\happy\Training_3313375.jpg,ca0e6b8e994c31448d4d357f8c05d72e
train,sad,..\dataset\raw\train\sad\Training_87657216.jpg,0d13c88f00def718da23b064faa244c9
train,neutral,..\dataset\raw\train\neutral\Training_13875462.jpg,9f6eb1b394faa27ada44b06e2ac94c74
train,sad,..\dataset\raw\train\sad\Training_48516988.jpg,3266bf100b0a572804d81cdddaf94f40
train,neutral,..\dataset\raw\train\neutral\Training_92720247.jpg,f55f3982c4b8c40cbf911e6bde9e523b
train,angry,..\dataset\raw\train\angry\Training_14169607.jpg,f51445476088dfa233149e0d6050698d
train,angry,..\dataset\raw\train\angry\Training_45214632.jpg,82f490ca2673fb5b26d5596eafb19d34
train,fear,..\dataset\raw\train\fear\Training_55143341.jpg,22f1552e1484b8bc0a674212874c8797
train,surprise,..\dataset\raw\train\surprise\Training_69284822.jpg,9a2f9da75a0162234612867a079ddf3e
train,surprise,..\dataset\raw\train\surprise\Training_84012354.jpg,83e80076e3a3a7edb2256df5c4bce8a0
train,angry,..\dataset\raw\train\angry\Training_3490947.jpg,35b7b3d2c63ad8022ef919501a550aac
train,happy,..\dataset\raw\train\happy\Training_86253844.jpg,a5d8369197acb08b8a279ef2b76ef4e2
train,fear,..\dataset\raw\train\fear\Training_58004786.jpg,61312c850f0b9788918f609c5a96233b
train,neutral,..\dataset\raw\train\neutral\Training_70752866.jpg,787e39b764efb1db25b488c3deb9ef8a
train,sad,..\dataset\raw\train\sad\Training_9886218.jpg,8057c599b696151e6e17f852f1959e27
train,surprise,..\dataset\raw\train\surprise\Training_33773704.jpg,2d93dce6f9e46194d9e4a92301646d2f
train,sad,..\dataset\raw\train\sad\Training_98893497.jpg,25033d4e8de960d44257047b1b791497
train,angry,..\dataset\raw\train\angry\Training_91871053.jpg,cfd9d0fac82f343a0c7dcc418c649981
train,angry,..\dataset\raw\train\angry\Training_17861397.jpg,ff5a93d92342b181164259b960473061
train,happy,..\dataset\raw\train\happy\Training_730043.jpg,1006f4ad50b7d7b2009e1f8e27acc463
train,angry,..\dataset\raw\train\angry\Training_22880710.jpg,938d5699d23f9a0a3115ed316a654bbe
train,surprise,..\dataset\raw\train\surprise\Training_26644074.jpg,6c0d62edc8ed70b98960e235d38d77a3
train,sad,..\dataset\raw\train\sad\Training_56807723.jpg,c87ea9e1c9c1ab24b7b8a7a1d5189ffd
train,angry,..\dataset\raw\train\angry\Training_66028776.jpg,5b7c3b95ef4d50bd417e27659cac0af5
train,happy,..\dataset\raw\train\happy\Training_37918156.jpg,10e9613fe07c1bca4cc67f295000f461
train,neutral,..\dataset\raw\train\neutral\Training_71901570.jpg,e980c0327161603dfb05218f38653ad4
train,neutral,..\dataset\raw\train\neutral\Training_8624791.jpg,a6cc6b2bfc50581161ea17f4e5b18c6d
train,neutral,..\dataset\raw\train\neutral\Training_51957340.jpg,bec28639daf18ad312350931c1e00b58
train,happy,..\dataset\raw\train\happy\Training_30565643.jpg,f96e023a9c4f65b5b4d4a91ab7af9b39
train,sad,..\dataset\raw\train\sad\Training_93028259.jpg,0b01258c758714f772abc4e236f5087d
train,neutral,..\dataset\raw\train\neutral\Training_73478778.jpg,7e87faf685a9703a21249352f2a5d572
train,angry,..\dataset\raw\train\angry\Training_35487738.jpg,f55f5445aa5c393e6c0a2f7e40521fd1
train,sad,..\dataset\raw\train\sad\Training_13526687.jpg,18ce8a44423f5771991f63e6754e06d4
train,surprise,..\dataset\raw\train\surprise\Training_65534369.jpg,16530d0a0b9271481711d87fda7b1a33
train,angry,..\dataset\raw\train\angry\Training_3390828.jpg,a529dcadd65aa91eee28e498db80077c
train,neutral,..\dataset\raw\train\neutral\Training_84512081.jpg,e8e0b329af6d75dd82c4d30271691fee
train,happy,..\dataset\raw\train\happy\Training_33453683.jpg,f054f11c1a2459cea5e549036aa4e700
train,neutral,..\dataset\raw\train\neutral\Training_48255356.jpg,30e7441215d2148f9d466b208eb44b95
train,angry,..\dataset\raw\train\angry\Training_32705300.jpg,abf08f7ea30e0cb978095df15027ad43
train,happy,..\dataset\raw\train\happy\Training_88491030.jpg,f9d4ac26a7372a7906fe1db18de06068
train,fear,..\dataset\raw\train\fear\Training_11385554.jpg,1ef9a14e03d910cee79dd8bfe9982271
train,neutral,..\dataset\raw\train\neutral\Training_22680644.jpg,ab8012995704c03dace444a075bc567e
train,surprise,..\dataset\raw\train\surprise\Training_61425314.jpg,6b92551c497dd555391d0d9a19d07b2b
train,neutral,..\dataset\raw\train\neutral\Training_97975245.jpg,304149fd0fba98748d11d31c7e78a810
train,surprise,..\dataset\raw\train\surprise\Training_8590248.jpg,33fa2d5279673fb7b5c64315c5fa2d59
train,happy,..\dataset\raw\train\happy\Training_42022164.jpg,7be132cc7f75f93dc56d72262e8cce2e
train,angry,..\dataset\raw\train\angry\Training_58297187.jpg,b78e4ec77a4db27afab342de98eea865
train,happy,..\dataset\raw\train\happy\Training_55301252.jpg,35bff113854c900975476391f6d0360c
train,angry,..\dataset\raw\train\angry\Training_5892438.jpg,e2687b279384f1dce55e2163a24724d9
train,neutral,..\dataset\raw\train\neutral\Training_99581423.jpg,075df877ff6255cfef211b01e21dde9d
train,happy,..\dataset\raw\train\happy\Training_48219802.jpg,595e48a45b19c1c167de84f0da80a32b
train,fear,..\dataset\raw\train\fear\Training_21305817.jpg,ced51928a5e07527019502927e879ed7
train,neutral,..\dataset\raw\train\neutral\Training_91426197.jpg,74ffae4ce48a502b52bdda21235e3924
train,neutral,..\dataset\raw\train\neutral\Training_85383593.jpg,d856c66afd7e19b98efef8a888992765
train,neutral,..\dataset\raw\train\neutral\Training_90480742.jpg,a100758fe408dc4d89649d6e66e6efc3
train,fear,..\dataset\raw\train\fear\Training_76421274.jpg,28f83f70ff8e590c7ba7771efe47ef84
train,fear,..\dataset\raw\train\fear\Training_71186440.jpg,e9ce7b79d25341572328e9c37d6c1887
train,disgust,..\dataset\raw\train\disgust\Training_73540712.jpg,c8ea5decee925349d6fe8f7704d7ed6d
train,happy,..\dataset\raw\train\happy\Training_39754151.jpg,bccf18fcefdd089bd60f140067f17ab6
train,angry,..\dataset\raw\train\angry\Training_52738164.jpg,fb61587b07684a7e2227fe93664f4d07
train,sad,..\dataset\raw\train\sad\Training_18596885.jpg,1536fd7461b9b327ff4dc72173547273
train,sad,..\dataset\raw\train\sad\Training_6522916.jpg,7d0722294fd80c9cc9218241df67107f
train,neutral,..\dataset\raw\train\neutral\Training_3218333.jpg,886ccd79c7c5c8432d6037cb28ea212f
train,happy,..\dataset\raw\train\happy\Training_61614390.jpg,c8dde37c865afe93608c37889051c8dc
train,surprise,..\dataset\raw\train\surprise\Training_68981394.jpg,ef87c2da62fd3ff62ab9d74a97be714b
train,neutral,..\dataset\raw\train\neutral\Training_59758455.jpg,b8895b6f70adaa023410e7eb73f08ba9
train,fear,..\dataset\raw\train\fear\Training_13611558.jpg,85b6a3bfcbd4481dabb6194e338ff79c
train,sad,..\dataset\raw\train\sad\Training_63208278.jpg,1b1991143ee445da22d776c7268cd0ea
train,fear,..\dataset\raw\train\fear\Training_2893780.jpg,c57097fe780935b8e8f4ca2d597ccd17
train,sad,..\dataset\raw\train\sad\Training_24217072.jpg,ed36877ae60f0dc4746784681c7478ea
train,surprise,..\dataset\raw\train\surprise\Training_9263983.jpg,e2e4d1d4b77e354fb4c3db36425306bb
train,neutral,..\dataset\raw\train\neutral\Training_65873175.jpg,43f16c3a3f00cd6db306f5eef299e1b1
train,sad,..\dataset\raw\train\sad\Training_20945195.jpg,7f7485940c9b49fed2a2e5a475ed3511
train,neutral,..\dataset\raw\train\neutral\Training_43434996.jpg,1fdb4b37f792d99acdf31a57ced3af1b
train,happy,..\dataset\raw\train\happy\Training_19694742.jpg,f70c681063bf4f606acb5487d9b4b68c
train,fear,..\dataset\raw\train\fear\Training_55777282.jpg,d6e6559f3be9d7623f1e1a5521580a14
train,surprise,..\dataset\raw\train\surprise\Training_46777202.jpg,321fc9f0179f1f6365d20886231a8e8e
train,sad,..\dataset\raw\train\sad\Training_85631658.jpg,fa8b508614986962de52ac5c66a18017
train,neutral,..\dataset\raw\train\neutral\Training_63239969.jpg,78d46da1f1cea861f5720ec3df1488e0
train,neutral,..\dataset\raw\train\neutral\Training_74563619.jpg,b505aa64afc5cb547ab3af79bfcb8a71
train,angry,..\dataset\raw\train\angry\Training_84105513.jpg,3b098bbd458fdcdc0a88531fd8acf0c2
train,sad,..\dataset\raw\train\sad\Training_5193305.jpg,6c62ea8d0bc990e4b4815b65e386c4df
train,disgust,..\dataset\raw\train\disgust\Training_93689671.jpg,cb0eed710d6f40946da94eb0f10b5aed
train,happy,..\dataset\raw\train\happy\Training_19374494.jpg,455ace89fa980f10b8bbf95dbdc79cb7
train,sad,..\dataset\raw\train\sad\Training_78338992.jpg,162f518dbfcb8ade69dea64c3708e057
train,fear,..\dataset\raw\train\fear\Training_27213468.jpg,9d1be27554f329f8715824aad16558b1
train,angry,..\dataset\raw\train\angry\Training_30579242.jpg,726e0988ad959824cf4bf64b3c21b983
train,neutral,..\dataset\raw\train\neutral\Training_58901997.jpg,98bff7873835e62fb218a3b20035ab68
train,fear,..\dataset\raw\train\fear\Training_37838494.jpg,c9d38ab334ca57eb90461886ea5b7170
train,fear,..\dataset\raw\train\fear\Training_48942887.jpg,93af6ee97e9eaa83fa43871403994496
train,fear,..\dataset\raw\train\fear\Training_68140384.jpg,ac23ff6fbc3797c39dcad8d595ff4980
train,fear,..\dataset\raw\train\fear\Training_96062834.jpg,12fb347d43d3a8f72627abf1296f31c3
train,happy,..\dataset\raw\train\happy\Training_70341096.jpg,3e1a52d94590b50c54d524f35fbd5501
train,happy,..\dataset\raw\train\happy\Training_90068837.jpg,6919451d2cd9462f8e75abb2058df8b6
train,angry,..\dataset\raw\train\angry\Training_51451402.jpg,75050b69fa07e7ade82e6cfb3c6f7fcf
train,happy,..\dataset\raw\train\happy\Training_78312130.jpg,b6be5c342de18d9494aaff0fb32c3289
train,angry,..\dataset\raw\train\angry\Training_7259457.jpg,a276d1d6619557f8ea668e7a9de0d432
train,neutral,..\dataset\raw\train\neutral\Training_46807852.jpg,58f83c7dea3396a6cd1277027b6f1f82
train,happy,..\dataset\raw\train\happy\Training_63637868.jpg,b2011c968c7f13c6b4aae76653321ab4
train,happy,..\dataset\raw\train\happy\Training_59106215.jpg,78d298819ac454fed765de071d7a1ab1
train,neutral,..\dataset\raw\train\neutral\Training_94342256.jpg,4cf8684a50bf36ecec658d6c3a887464
train,happy,..\dataset\raw\train\happy\Training_95668217.jpg,36d6e0d9d5e7105a10b728dc0a13ded1
train,angry,..\dataset\raw\train\angry\Training_80285343.jpg,21ccc3e63da51b1703325d270c4e2e0d
train,happy,..\dataset\raw\train\happy\Training_84717927.jpg,2bb5abc4b6316c97d856049f6ee9a19f
train,happy,..\dataset\raw\train\happy\Training_19771486.jpg,6fe9458f6b86969a3ca15e8b9a3f835a
train,happy,..\dataset\raw\train\happy\Training_65331658.jpg,e3e1a7404413ea09790343c6ed940a8b
train,neutral,..\dataset\raw\train\neutral\Training_67514021.jpg,34e3bf96488a002fada0e7497311d48e
train,sad,..\dataset\raw\train\sad\Training_38973699.jpg,79fba7abb54bb86fc383c5ab9576fbbe
train,sad,..\dataset\raw\train\sad\Training_18870788.jpg,76d972149681858aa0360484aae790ee
train,neutral,..\dataset\raw\train\neutral\Training_96300488.jpg,f4d5f22d03bd79f8989a682ddf0fc576
train,neutral,..\dataset\raw\train\neutral\Training_21379304.jpg,700d8ff7630bc78f339e7bbae9efd4b1
train,sad,..\dataset\raw\train\sad\Training_70733870.jpg,8c6bcb040d45b1bfc578b855fbc4c9b4
train,happy,..\dataset\raw\train\happy\Training_41294851.jpg,0cc5edfccbce60c3279ab480120c75b4
train,sad,..\dataset\raw\train\sad\Training_95463299.jpg,69b4a668b09a6557d0e777b20eb4c232
train,happy,..\dataset\raw\train\happy\Training_75373865.jpg,c42a3bb5ea678cee14f93570945fbc58
train,fear,..\dataset\raw\train\fear\Training_33147622.jpg,a3b0beb2a8a8405a3efa02d76c9d8790
train,happy,..\dataset\raw\train\happy\Training_39155692.jpg,1b62230df03f772b29cfbd49f3ab725b
train,angry,..\dataset\raw\train\angry\Training_19037832.jpg,8874446370e1ce17abbbe3eaeb5242e4
train,neutral,..\dataset\raw\train\neutral\Training_83467652.jpg,55d08878e89e383db542a991b346b305
train,sad,..\dataset\raw\train\sad\Training_50372345.jpg,c81bddf00d23623f7d420396e8c896fc
train,neutral,..\dataset\raw\train\neutral\Training_91019037.jpg,6f3a37f96b4284f081d6e716bfd41026
train,happy,..\dataset\raw\train\happy\Training_17964509.jpg,9612d6443561bf8fd88477906d0ca1ff
train,fear,..\dataset\raw\train\fear\Training_74641136.jpg,1a0db80246f8e393e1cebd49cde93c8d
train,angry,..\dataset\raw\train\angry\Training_74180372.jpg,9b64833d63803cc9ba022d269d690049
train,surprise,..\dataset\raw\train\surprise\Training_5449211.jpg,617f70d03b42e1b531f32f94036b8176
train,sad,..\dataset\raw\train\sad\Training_35315706.jpg,259124b5d3a6df4d41c82e7c31ff7e1a
train,fear,..\dataset\raw\train\fear\Training_48569347.jpg,4dedb8019c2034f1eae84532ae623e0a
train,happy,..\dataset\raw\train\happy\Training_27185926.jpg,c864545b434ae10dfff21d7152270efa
train,sad,..\dataset\raw\train\sad\Training_20497217.jpg,33be9f11f6df782b63d33971ac3d9d97
train,neutral,..\dataset\raw\train\neutral\Training_91463922.jpg,efd79221acc4e94228de6543af9f6299
train,neutral,..\dataset\raw\train\neutral\Training_79777355.jpg,0bcc633d8894c6310043ac660acb70b2
train,happy,..\dataset\raw\train\happy\Training_85923653.jpg,22de0c38e0bab7e39babe2ce9dee703d
train,neutral,..\dataset\raw\train\neutral\Training_26759527.jpg,bc1dbff32cc24cf5ecd0fa68ca70b3fc
train,angry,..\dataset\raw\train\angry\Training_31785074.jpg,d79b543a80d1ccf6f9655fa875c5f7c7
train,happy,..\dataset\raw\train\happy\Training_51909940.jpg,4f358a923c95790a922c898e929e3d10
train,happy,..\dataset\raw\train\happy\Training_47902336.jpg,72197d752293115a76621764d456d6e1
train,happy,..\dataset\raw\train\happy\Training_93336434.jpg,a38030a16073e4b89100ff2b685cea2e
train,angry,..\dataset\raw\train\angry\Training_21134448.jpg,98032b44edc2a3045a0a2ce733bb92fc
train,angry,..\dataset\raw\train\angry\Training_19226789.jpg,fb80a097f41c0d952c293421860bfd36
train,happy,..\dataset\raw\train\happy\Training_30503112.jpg,1ee1ce59c9aa38265a0ee465c5591151
train,happy,..\dataset\raw\train\happy\Training_72133442.jpg,9ed4dee8d444e194e9342951e67ac28f
train,neutral,..\dataset\raw\train\neutral\Training_49460174.jpg,d06f6d171488a83b8dddbbf43cd0f371
train,neutral,..\dataset\raw\train\neutral\Training_93338175.jpg,acda6a413d7dfea87e895f030ae5b688
train,angry,..\dataset\raw\train\angry\Training_69920331.jpg,f4e72d4c9aac7369bf6537bd617bbef0
train,surprise,..\dataset\raw\train\surprise\Training_53830283.jpg,695890eafb49decb87090794b2fb2c5f
train,neutral,..\dataset\raw\train\neutral\Training_35169710.jpg,85eb45ffbc582535506db4da590e4411
train,angry,..\dataset\raw\train\angry\Training_83154911.jpg,3b595313c08b1abc5b4063cc18455695
train,sad,..\dataset\raw\train\sad\Training_25124851.jpg,1f5f5b413f074d3d59a52afe462a4622
train,sad,..\dataset\raw\train\sad\Training_14751426.jpg,113df2dfb2ce94c41621f3b7f71084fa
train,happy,..\dataset\raw\train\happy\Training_74021988.jpg,f397ee152165db697e3813bf2e415357
train,surprise,..\dataset\raw\train\surprise\Training_70533939.jpg,124de283a4d49e5ec090866a46ee7c80
train,surprise,..\dataset\raw\train\surprise\Training_59403824.jpg,e03c60bfdec910c1c3d1f2e70f7e60e3
train,surprise,..\dataset\raw\train\surprise\Training_70784451.jpg,6c1c50f019cbb47e381b12f599cf66bf
train,happy,..\dataset\raw\train\happy\Training_77888192.jpg,cc7e4bb84ea1506293fab4a504397994
train,fear,..\dataset\raw\train\fear\Training_65968117.jpg,c1e2be08ac0e0e0c3c0e46869a1bdfe7
train,neutral,..\dataset\raw\train\neutral\Training_65546495.jpg,4e0e3ead7e7e0af4eacd22685e990019
train,sad,..\dataset\raw\train\sad\Training_20534399.jpg,d48abb144143729f224e11b46adfeafb
train,sad,..\dataset\raw\train\sad\Training_4187165.jpg,2dafc76faf5b6484d26457dd26294644
train,fear,..\dataset\raw\train\fear\Training_95444082.jpg,0a92f15580718dd414f5cb22cfa4b59b
train,happy,..\dataset\raw\train\happy\Training_47005251.jpg,4e529a02d1438528c07a3610e9afe53e
train,happy,..\dataset\raw\train\happy\Training_86243115.jpg,239252d7bd9d9c035f31560d53a90d45
train,angry,..\dataset\raw\train\angry\Training_24422889.jpg,bd4a3ceffc85938f71a673fc25a0c04c
train,fear,..\dataset\raw\train\fear\Training_43058403.jpg,7c1a2f56e10bde070133321135414008
train,sad,..\dataset\raw\train\sad\Training_95490099.jpg,c15931f53c010fa3e2c0fefb2f446080
train,happy,..\dataset\raw\train\happy\Training_51903403.jpg,b5abac2b79733272243511b96c464cac
train,happy,..\dataset\raw\train\happy\Training_21346661.jpg,43ec1bcdf3d2b4f466c2c2e937242d49
train,neutral,..\dataset\raw\train\neutral\Training_54681141.jpg,466b317420d33969cbbcf68dc7b9a851
train,angry,..\dataset\raw\train\angry\Training_72910812.jpg,a712e9d2ad12e45bd9a79ca4a4c29331
train,happy,..\dataset\raw\train\happy\Training_96514626.jpg,6c679eeca98eb552c9fc50cc9f6c9183
train,happy,..\dataset\raw\train\happy\Training_10700808.jpg,9d01b164cd84e263ccb5aa51d0eeaa01
train,disgust,..\dataset\raw\train\disgust\Training_19213548.jpg,fbfebe53808e9f1d2e6ed7049abe654c
train,angry,..\dataset\raw\train\angry\Training_42490058.jpg,d7319167a90bf919d6240dc10b29048a
train,happy,..\dataset\raw\train\happy\Training_30990389.jpg,a59eb07f814bf8cfeb984ac16052bd5c
train,sad,..\dataset\raw\train\sad\Training_36890482.jpg,c2dca1b534cc9eca485861465006566e
train,neutral,..\dataset\raw\train\neutral\Training_96032798.jpg,d4354fa70bf8a2c0afbf83f2ffef5ec0
train,sad,..\dataset\raw\train\sad\Training_43433693.jpg,1362347dff7688ecc2cc0be1d2a72158
train,surprise,..\dataset\raw\train\surprise\Training_97675828.jpg,15d3449fdc49c471102a73f356d0d7b3
train,happy,..\dataset\raw\train\happy\Training_90257232.jpg,dc11586768a68acea9e7c071141e0a46
train,angry,..\dataset\raw\train\angry\Training_98997562.jpg,f7bfe9385f11ce8d7b8d49bba3346cda
train,happy,..\dataset\raw\train\happy\Training_45016309.jpg,c005686b0f5b292a225c139ab80ff10e
train,surprise,..\dataset\raw\train\surprise\Training_60936694.jpg,ffeea12a456cbc515e91c30813079e76
train,neutral,..\dataset\raw\train\neutral\Training_98631668.jpg,29c340dffd78b44f04b24a8d4d333075
train,fear,..\dataset\raw\train\fear\Training_93599689.jpg,0305429fb3f3952502b9248e364cd504
train,angry,..\dataset\raw\train\angry\Training_30239602.jpg,4cbda044593f4d13f66c294f582687e6
train,happy,..\dataset\raw\train\happy\Training_96929649.jpg,11153923bf2cf7052c8e1125fb45f6af
train,angry,..\dataset\raw\train\angry\Training_31452286.jpg,8e623a4312d6d714945f43ca33bea19f
train,sad,..\dataset\raw\train\sad\Training_31556659.jpg,f23f389f1eb9e0d52e8123eb499c5a0c
train,sad,..\dataset\raw\train\sad\Training_84874002.jpg,fdd5b99e27bfd7518aff7452282dbc4c
train,happy,..\dataset\raw\train\happy\Training_6885740.jpg,c3573d4f498daff16397818d6ab60cb6
train,happy,..\dataset\raw\train\happy\Training_79595939.jpg,747932e0d69f2e1be5f3b87f86dde121
train,fear,..\dataset\raw\train\fear\Training_13733872.jpg,83059803cb20a43955e66be9bcf760bd
train,happy,..\dataset\raw\train\happy\Training_68142837.jpg,0f51baa9d6d080360d27978a72d832d9
train,sad,..\dataset\raw\train\sad\Training_21007101.jpg,33c4141c6ea857665e420ca9dffd75de
train,fear,..\dataset\raw\train\fear\Training_6281192.jpg,1621cca77e33d42d6a6f36affbbb1a45
train,angry,..\dataset\raw\train\angry\Training_63920666.jpg,bb62d07ff88267d46e7f47b0207efca8
train,happy,..\dataset\raw\train\happy\Training_79417898.jpg,1ea15b1432b27406ecfec0b51991d1cf
train,neutral,..\dataset\raw\train\neutral\Training_3994277.jpg,dff4a098757fd98b7e7b3b5210d0df8b
train,neutral,..\dataset\raw\train\neutral\Training_35221617.jpg,67f442f63a4e51ca0b9c1169c4e37167
train,happy,..\dataset\raw\train\happy\Training_7413978.jpg,e7db54b560154c48ad40ea2dae15224d
train,neutral,..\dataset\raw\train\neutral\Training_88157736.jpg,864b34e4b853ad7e4f96918596ba55b1
train,angry,..\dataset\raw\train\angry\Training_43270328.jpg,66da7c1044814030197acdd37fdf81b7
train,fear,..\dataset\raw\train\fear\Training_74810511.jpg,595fbd44a37cd169b438a0dae310f860
train,happy,..\dataset\raw\train\happy\Training_98117808.jpg,672df5b57a4c96ee82b8236d45b1ed84
train,fear,..\dataset\raw\train\fear\Training_25224262.jpg,4039076e7dceb3094690c90f1a88afbc
train,fear,..\dataset\raw\train\fear\Training_30962418.jpg,aa1b96c10a28ad0b2f2da1c0aaa8d232
train,happy,..\dataset\raw\train\happy\Training_76917382.jpg,f01cf41556bdf0a7182dc6f5aa9259b2
train,fear,..\dataset\raw\train\fear\Training_16524598.jpg,45e9e240c13525c456862906817b5fdd
train,happy,..\dataset\raw\train\happy\Training_86350744.jpg,6cdec0fd0345fac32c317d825034feea
train,happy,..\dataset\raw\train\happy\Training_87023168.jpg,442169ae90477b765071c93f3c79fd21
train,happy,..\dataset\raw\train\happy\Training_92198507.jpg,f2dd2b72c5e1333bfb2676589f058f66
train,happy,..\dataset\raw\train\happy\Training_77377346.jpg,d32774f844b620d7a835ae9bde4791f3
train,angry,..\dataset\raw\train\angry\Training_46696601.jpg,af2f94e8fba44d65a8e03a865af3b74e
train,happy,..\dataset\raw\train\happy\Training_63318073.jpg,7b1fb09e94f1c590c82adddf5a4829e3
train,sad,..\dataset\raw\train\sad\Training_59683693.jpg,912087a2b5d01444e0c8639debd5f72c
train,happy,..\dataset\raw\train\happy\Training_73591763.jpg,9935b6b566cf3fa53950867dbf8aea39
train,neutral,..\dataset\raw\train\neutral\Training_29143620.jpg,93b63401210195c26ea128ca765a12e3
train,angry,..\dataset\raw\train\angry\Training_21575060.jpg,9f749d0c2c99ab7b4e6c701fc96c904a
train,angry,..\dataset\raw\train\angry\Training_90665996.jpg,0eddf1af6a7f610ef3f650da85c6ae69
train,happy,..\dataset\raw\train\happy\Training_62442831.jpg,d61dea69b513e52ee9141737668ddb6c
train,sad,..\dataset\raw\train\sad\Training_67244109.jpg,6f45428e7d7874f4235b4e5ce35327b0
train,neutral,..\dataset\raw\train\neutral\Training_57142212.jpg,64bb10807adf98a3c3ab37a8b40c7561
train,happy,..\dataset\raw\train\happy\Training_70472149.jpg,c12a1388b430ff18b606e285d842fec6
train,surprise,..\dataset\raw\train\surprise\Training_66895964.jpg,a1641f782e2ecffa47a1f27da8e4f2ca
train,sad,..\dataset\raw\train\sad\Training_62877901.jpg,586286336ee1fe5a41e8ba7d891ef489
train,happy,..\dataset\raw\train\happy\Training_41673993.jpg,b5c3b42e93001f052e66591943ce4ebb
train,fear,..\dataset\raw\train\fear\Training_67219690.jpg,3522faf7d1f660b3407c28eb7f8e0f4f
train,neutral,..\dataset\raw\train\neutral\Training_85507326.jpg,a9210213dd27c9454b7029153ae56191
